SurveyID,GuestID,BookingID,PropertyID,OverallRating,NPS,Cleanliness,Service,FoodBeverage,Spa,Activities,FreeText,SubmittedDate
SV-0010225,G-0007450,BK-0014141,P-005,7,10,5,4,4,,,Cozy cabin-adjacent atmosphere. Beautifully designed property.,2023-03-19
SV-0010226,G-0005304,BK-0011428,P-004,7,7,3,4,4,,5,Perfect location for theater and dining. Will absolutely be back.,2022-12-15
SV-0010227,G-0007247,BK-0013747,P-002,5,3,2,3,3,2,,Check-in was slow and the room wasn't ready until 5pm.,2023-10-31
SV-0010228,G-0008073,BK-0015248,P-001,9,9,3,4,5,2,,Signature spa package was the highlight of our trip.,2024-11-16
SV-0010229,G-0008304,BK-0021228,P-004,8,7,3,5,4,3,,Rooftop happy hour is a definite highlight.,2022-04-22
SV-0010230,G-0004936,BK-0010739,P-005,8,7,3,4,5,,,The firepit evenings with s'mores were a magical touch.,2022-09-04
SV-0010231,G-0005023,BK-0020885,P-002,4,4,2,3,5,,5,,2022-06-10
SV-0010232,G-0006783,BK-0017984,P-004,9,10,3,5,4,,,Perfect location for theater and dining. Will absolutely be back.,2025-01-22
SV-0010233,G-0006698,BK-0013877,P-002,7,3,5,4,5,,4,I've stayed at better resorts for this price point.,2022-07-27
SV-0010234,G-0007991,BK-0020904,P-002,6,4,2,4,3,,4,Staff were friendly but the property really needs updating.,2024-09-07
SV-0010235,G-0004660,BK-0012932,P-001,10,9,4,5,5,,,The mountain air and the spa together are unbeatable.,2024-01-24
SV-0010236,G-0005827,BK-0018344,P-002,6,5,4,3,4,,3,,2026-01-27
SV-0010237,G-0008706,BK-0013593,P-004,10,10,5,4,4,,4,The intimate atmosphere you don't find in big chain hotels.,2025-03-30
SV-0010238,G-0006999,BK-0019744,P-003,6,9,4,5,3,3,,Proximity to the theme parks genuinely can't be beat.,2022-11-28
SV-0010239,G-0008995,BK-0010323,P-001,9,8,5,4,5,2,2,,2024-05-19
SV-0010240,G-0004299,BK-0010699,P-005,7,7,3,4,4,,,Perfect base for Smoky Mountain exploration.,2022-09-15
SV-0010241,G-0007022,BK-0019585,P-002,4,4,3,3,5,4,,,2022-07-07
SV-0010242,G-0008169,BK-0016102,P-005,10,8,5,5,4,2,,The firepit evenings with s'mores were a magical touch.,2025-02-22
SV-0010243,G-0004733,BK-0011671,P-002,7,6,4,4,4,3,3,Expected more for a premium resort. Rooms need a serious refresh.,2024-03-20
SV-0010244,G-0004564,BK-0017003,P-003,7,7,3,5,3,,4,Room service was a bit slow but the food quality was good.,2024-09-25
SV-0010245,G-0004929,BK-0018505,P-005,8,9,4,4,5,,5,,2025-04-25
SV-0010246,G-0007995,BK-0010977,P-002,4,5,4,4,3,,,Expected more for a premium resort. Rooms need a serious refresh.,2024-09-22
SV-0010247,G-0006402,BK-0019583,P-003,8,8,3,4,5,,,Kids' Birthday Experience was an absolute hit for my daughter.,2022-08-17
SV-0010248,G-0008030,BK-0014269,P-002,4,6,1,3,5,,2,I've stayed at better resorts for this price point.,2023-05-31
SV-0010249,G-0006838,BK-0014280,P-003,7,7,3,5,3,,,Kids club staff were incredibly attentive and creative.,2025-01-08
SV-0010250,G-0007969,BK-0015309,P-005,8,10,4,4,5,,3,"Quiet, peaceful, and exactly what we needed to recharge.",2022-11-19
SV-0010251,G-0005650,BK-0021214,P-002,6,5,3,3,3,,,Loved the ocean views but the bathroom fixtures are old.,2024-04-12
SV-0010252,G-0004897,BK-0012148,P-002,5,4,1,4,4,,,The oceanview terrace is lovely. The room quality was not.,2025-08-09
SV-0010253,G-0007386,BK-0020987,P-002,4,6,4,3,4,,,Check-in was slow and the room wasn't ready until 5pm.,2022-04-01
SV-0010254,G-0006415,BK-0016055,P-003,9,8,3,4,3,1,,Room service was a bit slow but the food quality was good.,2024-03-06
SV-0010255,G-0006907,BK-0013991,P-004,8,10,3,4,5,,,Perfect location for theater and dining. Will absolutely be back.,2025-01-12
SV-0010256,G-0007508,BK-0018573,P-003,9,7,5,4,3,,,The pillow menu is a delightful and thoughtful touch.,2025-01-24
SV-0010257,G-0006590,BK-0017894,P-005,10,6,3,5,5,,,Perfect base for Smoky Mountain exploration.,2023-04-21
SV-0010258,G-0006457,BK-0014021,P-003,8,7,3,5,5,,,Character dining is a must-do with little ones. Perfect experience.,2025-08-23
SV-0010259,G-0005798,BK-0014053,P-003,9,9,5,5,4,,5,Kids club is incredible — my kids absolutely didn't want to leave.,2022-03-08
SV-0010260,G-0008343,BK-0010799,P-003,6,8,4,4,4,,4,Kids club staff were incredibly attentive and creative.,2025-09-08
SV-0010261,G-0005406,BK-0015519,P-005,10,6,5,5,4,,,Perfect base for Smoky Mountain exploration.,2023-04-15
SV-0010262,G-0006576,BK-0019511,P-002,4,6,1,3,4,,,Beach access was great but the room didn't match the price.,2025-11-10
SV-0010263,G-0007159,BK-0020439,P-005,10,6,4,5,5,,,Loved the emphasis on local produce at breakfast.,2022-03-24
SV-0010264,G-0006385,BK-0012878,P-003,8,9,3,5,4,1,2,Lazy river pool is ideal for families of all ages.,2022-12-08
SV-0010265,G-0006568,BK-0018721,P-004,9,7,5,4,4,4,4,Rooftop bar has stunning skyline views — worth every minute.,2025-05-13
SV-0010266,G-0008557,BK-0018645,P-001,9,9,4,5,5,,,The mountain air and the spa together are unbeatable.,2022-04-22
SV-0010267,G-0006263,BK-0015404,P-003,7,8,3,4,5,2,,Kids' Birthday Experience was an absolute hit for my daughter.,2023-09-16
SV-0010268,G-0006788,BK-0017708,P-003,9,8,4,5,5,,,,2023-02-13
SV-0010269,G-0006014,BK-0021860,P-003,6,7,4,4,5,,,Kids' Birthday Experience was an absolute hit for my daughter.,2024-09-13
SV-0010270,G-0005141,BK-0016503,P-002,5,6,2,3,3,,,Expected more for a premium resort. Rooms need a serious refresh.,2024-08-18
SV-0010271,G-0006130,BK-0015973,P-003,8,9,4,4,3,5,,Kids club is incredible — my kids absolutely didn't want to leave.,2023-05-22
SV-0010272,G-0004175,BK-0012276,P-003,7,9,3,5,3,,,Room service was a bit slow but the food quality was good.,2026-01-11
SV-0010273,G-0007303,BK-0020059,P-001,9,9,5,4,4,2,,Ski-in/ski-out access made the trip completely effortless. Will definitely return.,2024-10-03
SV-0010274,G-0007564,BK-0011667,P-002,5,5,3,4,4,4,,Staff were friendly but the property really needs updating.,2024-01-03
SV-0010275,G-0006509,BK-0011479,P-002,4,6,3,4,3,,2,,2022-12-13
SV-0010276,G-0006497,BK-0015808,P-002,7,6,3,4,4,,,Seafood restaurant was excellent — the room itself was not.,2025-10-27
SV-0010277,G-0006800,BK-0015448,P-003,7,7,3,5,5,,5,,2025-09-09
SV-0010278,G-0007331,BK-0021887,P-003,9,8,5,5,5,1,,Kids' Birthday Experience was an absolute hit for my daughter.,2022-08-07
SV-0010279,G-0004980,BK-0010708,P-002,4,6,1,4,3,,2,Check-in was slow and the room wasn't ready until 5pm.,2024-04-25
SV-0010280,G-0006895,BK-0019163,P-005,8,6,5,5,4,,,Cozy cabin-adjacent atmosphere. Beautifully designed property.,2022-03-20
SV-0010281,G-0007914,BK-0021677,P-005,8,7,4,4,4,1,3,Southern hospitality is absolutely real here. Everyone was so warm.,2023-08-03
SV-0010282,G-0007299,BK-0017414,P-004,10,9,4,5,5,,3,Grand Central adjacency is so convenient for business travel.,2025-10-14
SV-0010283,G-0005788,BK-0018560,P-003,6,9,2,5,5,,,Kids' Birthday Experience was an absolute hit for my daughter.,2025-07-02
SV-0010284,G-0007267,BK-0015280,P-001,9,10,3,5,5,4,,Signature spa package was the highlight of our trip.,2026-02-13
SV-0010285,G-0008362,BK-0019009,P-003,6,8,4,4,4,,2,Kids club is incredible — my kids absolutely didn't want to leave.,2025-08-29
SV-0010286,G-0007339,BK-0016521,P-003,6,8,2,4,4,2,,Family suite was spacious and very well-equipped.,2025-05-13
SV-0010287,G-0008000,BK-0016742,P-003,7,9,4,5,4,,4,Would recommend for any family traveling with children.,2022-08-25
SV-0010288,G-0008657,BK-0015551,P-002,4,3,2,4,3,,2,,2025-06-16
SV-0010289,G-0006627,BK-0014564,P-003,7,6,5,4,5,,,The pillow menu is a delightful and thoughtful touch.,2022-03-14
SV-0010290,G-0006410,BK-0018379,P-002,7,4,3,3,4,,,,2025-08-13
SV-0010291,G-0005767,BK-0020130,P-003,7,8,5,4,4,,,Family suite was spacious and very well-equipped.,2023-04-02
SV-0010292,G-0008319,BK-0018108,P-003,6,8,4,5,5,,,Kids' Birthday Experience was an absolute hit for my daughter.,2022-03-09
SV-0010293,G-0005244,BK-0021331,P-005,8,10,4,4,4,,,"Quiet, peaceful, and exactly what we needed to recharge.",2022-10-23
SV-0010294,G-0008923,BK-0015142,P-002,4,6,2,3,4,,,Loved the ocean views but the bathroom fixtures are old.,2023-11-06
SV-0010295,G-0008402,BK-0015239,P-002,6,6,2,3,4,1,,Check-in was slow and the room wasn't ready until 5pm.,2026-02-23
SV-0010296,G-0006580,BK-0017047,P-001,10,9,3,4,5,1,,The spa was absolutely incredible — best massage I've ever had.,2024-05-09
SV-0010297,G-0008575,BK-0018808,P-002,6,3,1,4,5,,,Beach access was great but the room didn't match the price.,2025-02-11
SV-0010298,G-0008134,BK-0020440,P-002,7,6,4,3,3,,,Seafood restaurant was excellent — the room itself was not.,2024-03-11
SV-0010299,G-0006062,BK-0021267,P-004,10,8,3,4,5,,4,Staff went above and beyond recommending local restaurants.,2024-11-21
SV-0010300,G-0008441,BK-0014733,P-002,6,4,2,4,5,,,Water sports center was a highlight. Room quality was a letdown.,2022-08-02
SV-0010301,G-0008487,BK-0017408,P-001,10,10,3,4,4,3,1,Mountain views from every room. Truly a luxury experience.,2022-04-14
SV-0010302,G-0005499,BK-0013083,P-001,8,8,5,4,4,,,The mountain air and the spa together are unbeatable.,2023-05-05
SV-0010303,G-0006783,BK-0013373,P-005,7,7,5,5,5,,,Southern hospitality is absolutely real here. Everyone was so warm.,2023-01-27
SV-0010304,G-0004304,BK-0020010,P-002,5,6,4,3,5,,,The oceanview terrace is lovely. The room quality was not.,2025-06-21
SV-0010305,G-0008540,BK-0014766,P-002,5,6,1,3,4,,,,2025-12-15
SV-0010306,G-0004536,BK-0013870,P-002,5,6,1,3,3,4,2,Beach access was great but the room didn't match the price.,2025-02-17
SV-0010307,G-0005965,BK-0017220,P-003,9,7,4,4,5,,1,Family suite was spacious and very well-equipped.,2025-12-25
SV-0010308,G-0004987,BK-0013013,P-003,6,6,2,4,5,,,Room service was a bit slow but the food quality was good.,2025-07-26
SV-0010309,G-0007566,BK-0010664,P-002,4,3,4,4,3,4,5,I've stayed at better resorts for this price point.,2022-07-26
SV-0010310,G-0007970,BK-0015935,P-002,5,4,3,4,3,,,,2024-01-20
SV-0010311,G-0008193,BK-0015377,P-001,8,10,4,5,5,,4,Staff remembered our preferences from last year. That's real luxury.,2025-04-15
SV-0010312,G-0006861,BK-0018670,P-005,9,8,4,4,5,,,Farm-to-table dinner was one of the best meals of my life.,2025-09-19
SV-0010313,G-0004976,BK-0018222,P-002,7,5,3,3,5,,3,,2025-05-09
SV-0010314,G-0008891,BK-0010619,P-003,8,9,3,4,5,,2,Great location for the parks. Hotel itself is solid.,2026-02-28
SV-0010315,G-0007501,BK-0016567,P-005,8,7,3,5,4,5,5,Loved the emphasis on local produce at breakfast.,2022-11-15
SV-0010316,G-0006517,BK-0018441,P-003,6,9,2,5,5,3,,The pillow menu is a delightful and thoughtful touch.,2023-09-06
SV-0010317,G-0007959,BK-0021876,P-003,6,6,3,4,5,,,,2022-11-21
SV-0010318,G-0006695,BK-0016295,P-001,8,9,4,5,5,,2,Signature spa package was the highlight of our trip.,2022-05-13
SV-0010319,G-0006999,BK-0010763,P-003,6,6,3,4,3,,,Great location for the parks. Hotel itself is solid.,2024-09-26
SV-0010320,G-0004624,BK-0012346,P-005,7,9,5,4,4,2,,"Quiet, peaceful, and exactly what we needed to recharge.",2024-08-20
SV-0010321,G-0008439,BK-0021910,P-002,5,3,2,4,4,5,,The pool area was very crowded on weekends.,2023-07-16
SV-0010322,G-0008314,BK-0011373,P-003,8,9,3,4,3,,1,Would recommend for any family traveling with children.,2023-10-30
SV-0010323,G-0006740,BK-0018460,P-002,6,4,1,4,5,,,Water sports center was a highlight. Room quality was a letdown.,2025-10-31
SV-0010324,G-0005841,BK-0015338,P-003,8,6,4,5,5,,,The pillow menu is a delightful and thoughtful touch.,2025-04-17
SV-0010325,G-0006879,BK-0019884,P-002,5,5,3,3,5,,,Water sports center was a highlight. Room quality was a letdown.,2025-09-19
SV-0010326,G-0008940,BK-0019937,P-003,9,7,4,5,5,,,The pillow menu is a delightful and thoughtful touch.,2025-01-22
SV-0010327,G-0007472,BK-0014962,P-005,7,9,4,5,5,,,Loved the emphasis on local produce at breakfast.,2024-05-12
SV-0010328,G-0005288,BK-0021307,P-004,9,10,5,4,5,,,Staff went above and beyond recommending local restaurants.,2025-06-02
SV-0010329,G-0004392,BK-0012058,P-002,7,3,3,4,3,3,,,2024-11-21
SV-0010330,G-0008465,BK-0010525,P-002,4,4,1,4,4,,1,The oceanview terrace is lovely. The room quality was not.,2022-09-25
SV-0010331,G-0007119,BK-0020764,P-001,9,8,3,5,4,,,The après-ski lounge has the best fondue I've tasted.,2022-05-09
SV-0010332,G-0007041,BK-0010659,P-002,4,6,2,4,4,,1,I've stayed at better resorts for this price point.,2023-08-06
SV-0010333,G-0006540,BK-0013271,P-001,9,8,4,5,5,3,,Signature spa package was the highlight of our trip.,2026-01-15
SV-0010334,G-0008468,BK-0015515,P-005,10,8,5,4,5,,,Loved the emphasis on local produce at breakfast.,2024-08-06
SV-0010335,G-0004879,BK-0011486,P-003,8,9,3,5,4,,,Lazy river pool is ideal for families of all ages.,2025-02-27
SV-0010336,G-0006014,BK-0019678,P-004,8,9,3,4,5,,,Staff went above and beyond recommending local restaurants.,2025-07-29
SV-0010337,G-0005845,BK-0021101,P-002,7,6,3,4,5,,,Water sports center was a highlight. Room quality was a letdown.,2022-04-28
SV-0010338,G-0005191,BK-0010663,P-002,6,5,4,4,5,,,Loved the ocean views but the bathroom fixtures are old.,2023-04-08
SV-0010339,G-0006772,BK-0012205,P-001,8,10,5,5,4,4,,Mountain views from every room. Truly a luxury experience.,2026-02-15
SV-0010340,G-0006031,BK-0016583,P-004,9,10,4,4,5,,,,2024-12-10
SV-0010341,G-0004712,BK-0015656,P-003,7,7,5,5,4,,,Character dining is a must-do with little ones. Perfect experience.,2026-01-17
SV-0010342,G-0006885,BK-0017230,P-003,7,6,3,5,4,,4,Room service was a bit slow but the food quality was good.,2025-07-20
SV-0010343,G-0007794,BK-0015879,P-003,7,6,4,4,4,,3,Room service was a bit slow but the food quality was good.,2024-02-09
SV-0010344,G-0005740,BK-0016311,P-003,8,7,5,4,3,,,Proximity to the theme parks genuinely can't be beat.,2025-12-27
SV-0010345,G-0008947,BK-0012980,P-003,8,7,5,4,3,,,Character dining is a must-do with little ones. Perfect experience.,2025-06-10
SV-0010346,G-0007462,BK-0016599,P-001,10,9,5,5,5,2,,Ski-in/ski-out access made the trip completely effortless. Will definitely return.,2026-02-28
SV-0010347,G-0006795,BK-0012227,P-003,6,9,4,4,4,3,,Great location for the parks. Hotel itself is solid.,2023-08-09
SV-0010348,G-0008041,BK-0018422,P-005,7,7,3,5,5,,,The firepit evenings with s'mores were a magical touch.,2023-07-22
SV-0010349,G-0005473,BK-0021732,P-001,9,8,4,4,5,4,1,Best New Year's Eve I've ever spent. The event was magical.,2023-12-01
SV-0010350,G-0007273,BK-0015444,P-001,8,9,3,4,4,,,Spa and restaurant both exceeded expectations. Staff were impeccable.,2026-03-01
SV-0010351,G-0005703,BK-0017184,P-002,7,5,4,3,4,,,Beach access was great but the room didn't match the price.,2025-08-02
SV-0010352,G-0007325,BK-0014467,P-002,7,6,5,4,3,5,,Room felt a bit dated despite the renovation — disappointed.,2024-02-24
SV-0010353,G-0006667,BK-0019515,P-005,7,8,4,5,4,,1,Southern hospitality is absolutely real here. Everyone was so warm.,2024-05-21
SV-0010354,G-0006719,BK-0020861,P-003,6,8,1,5,3,,,Kids' Birthday Experience was an absolute hit for my daughter.,2024-02-03
SV-0010355,G-0008153,BK-0016764,P-002,7,3,3,3,5,,,,2022-09-12
SV-0010356,G-0008477,BK-0014721,P-004,10,9,3,5,5,,,Rooftop bar has stunning skyline views — worth every minute.,2023-02-08
SV-0010357,G-0007970,BK-0015720,P-004,10,9,5,4,5,,,Rooftop happy hour is a definite highlight.,2022-04-30
SV-0010358,G-0008226,BK-0014109,P-001,8,8,3,4,4,4,,,2025-05-25
SV-0010359,G-0005236,BK-0014592,P-003,6,8,3,5,5,,,Kids' Birthday Experience was an absolute hit for my daughter.,2024-07-28
SV-0010360,G-0004559,BK-0010142,P-002,5,3,3,4,4,2,2,The oceanview terrace is lovely. The room quality was not.,2023-08-01
SV-0010361,G-0004174,BK-0020827,P-004,10,10,5,5,5,,,Staff went above and beyond recommending local restaurants.,2023-08-10
SV-0010362,G-0008793,BK-0010717,P-005,10,9,5,4,5,,,Farm-to-table dinner was one of the best meals of my life.,2025-04-11
SV-0010363,G-0005900,BK-0013704,P-002,4,3,2,4,3,,1,Loved the ocean views but the bathroom fixtures are old.,2022-05-06
SV-0010364,G-0006918,BK-0012838,P-004,9,9,3,5,5,2,,The curated local experience package was a genuinely great touch.,2023-12-02
SV-0010365,G-0008657,BK-0013864,P-003,9,7,5,5,4,,2,Kids club is incredible — my kids absolutely didn't want to leave.,2024-02-02
SV-0010366,G-0004147,BK-0019985,P-004,7,10,3,5,5,,1,Perfect location for theater and dining. Will absolutely be back.,2025-10-10
SV-0010367,G-0008578,BK-0011165,P-002,7,6,4,4,3,1,,Water sports center was a highlight. Room quality was a letdown.,2025-04-04
SV-0010368,G-0005928,BK-0012692,P-001,8,9,5,4,4,2,,Spa and restaurant both exceeded expectations. Staff were impeccable.,2024-01-09
SV-0010369,G-0006145,BK-0014169,P-003,8,7,5,4,4,1,3,,2023-06-30
SV-0010370,G-0006961,BK-0013789,P-002,4,4,2,3,3,,4,Loved the ocean views but the bathroom fixtures are old.,2024-07-25
SV-0010371,G-0004125,BK-0013537,P-002,6,5,4,3,5,,,,2025-03-04
SV-0010372,G-0006357,BK-0013255,P-004,9,7,3,5,5,,,Rooftop happy hour is a definite highlight.,2023-04-21
SV-0010373,G-0006572,BK-0015484,P-002,6,6,3,4,5,,,Beach access was great but the room didn't match the price.,2024-07-22
SV-0010374,G-0006597,BK-0014828,P-003,9,7,3,5,3,,,Great location for the parks. Hotel itself is solid.,2023-10-15
SV-0010375,G-0008134,BK-0018398,P-005,10,7,4,4,4,,5,Southern hospitality is absolutely real here. Everyone was so warm.,2024-12-27
SV-0010376,G-0006566,BK-0018231,P-003,8,9,3,4,3,,,Family suite was spacious and very well-equipped.,2022-05-15
SV-0010377,G-0006807,BK-0016547,P-002,4,6,3,4,5,,,,2023-04-17
SV-0010378,G-0004461,BK-0020745,P-005,10,9,3,4,5,2,,Loved the emphasis on local produce at breakfast.,2024-05-26
SV-0010379,G-0005953,BK-0021390,P-003,8,6,5,5,4,,,Room service was a bit slow but the food quality was good.,2025-01-12
SV-0010380,G-0005821,BK-0016590,P-002,7,6,5,3,5,1,,Staff were friendly but the property really needs updating.,2023-06-21
SV-0010381,G-0005853,BK-0019472,P-002,4,5,1,4,4,4,,Seafood restaurant was excellent — the room itself was not.,2025-02-21
SV-0010382,G-0006446,BK-0019981,P-004,9,9,4,5,4,,,The curated local experience package was a genuinely great touch.,2025-09-28
SV-0010383,G-0006204,BK-0010179,P-003,6,8,3,4,5,3,5,,2022-05-03
SV-0010384,G-0008353,BK-0015478,P-002,6,4,2,3,5,,,I've stayed at better resorts for this price point.,2025-05-27
SV-0010385,G-0006312,BK-0012118,P-003,9,8,4,4,4,,,Great location for the parks. Hotel itself is solid.,2025-06-17
SV-0010386,G-0004931,BK-0018945,P-002,4,5,4,3,3,,5,Expected more for a premium resort. Rooms need a serious refresh.,2022-05-19
SV-0010387,G-0004001,BK-0010704,P-003,9,7,4,4,5,5,5,Kids' Birthday Experience was an absolute hit for my daughter.,2025-06-05
SV-0010388,G-0006197,BK-0014637,P-003,7,7,5,5,4,,,,2022-03-03
SV-0010389,G-0006942,BK-0013248,P-004,10,9,5,5,5,2,,The intimate atmosphere you don't find in big chain hotels.,2024-06-18
SV-0010390,G-0007990,BK-0014641,P-003,9,8,5,5,4,,1,Would recommend for any family traveling with children.,2024-01-28
SV-0010391,G-0006836,BK-0019992,P-004,8,9,4,5,4,,,Boutique feel in the heart of Manhattan — exactly what I wanted.,2023-09-10
SV-0010392,G-0004300,BK-0018533,P-002,4,3,3,3,4,1,1,Loved the ocean views but the bathroom fixtures are old.,2024-08-23
SV-0010393,G-0006745,BK-0011392,P-001,9,10,5,5,4,4,,Ski-in/ski-out access made the trip completely effortless. Will definitely return.,2025-09-30
SV-0010394,G-0005536,BK-0020680,P-002,6,3,2,4,4,,,Loved the ocean views but the bathroom fixtures are old.,2025-08-18
SV-0010395,G-0008907,BK-0012183,P-003,8,7,3,4,3,,,Lazy river pool is ideal for families of all ages.,2023-02-06
SV-0010396,G-0004311,BK-0017415,P-003,9,7,3,4,5,,1,Room service was a bit slow but the food quality was good.,2023-09-12
SV-0010397,G-0006185,BK-0017706,P-005,10,7,5,5,4,,,,2024-06-11
SV-0010398,G-0007149,BK-0016889,P-002,6,4,3,3,4,,1,Seafood restaurant was excellent — the room itself was not.,2025-06-13
